# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct 12 01:44:50 2013,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter],,,,,,,,,,,,,,,,,,
# COLUMN pl_radlim:      Planet Radius (limit flag),,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,star,pl_radj,pl_orbsmax,texture,,,,,,,day,pl_orbper,year,pl_discmethod,pl_orbincl,pl_radlim
657,Kepler-15,b,0,0.96,0.05714,textures/earth.jpg,-,-,-,-,-,-,,4.942782,0.013541868,Transit,87.44,0
658,Kepler-16,b,0,0.754,0.7048,textures/earth.jpg,-,-,-,-,-,-,,228.776,0.626783562,Transit,90.032,0
659,Kepler-17,b,0,1.31,0.02591,textures/earth.jpg,-,-,-,-,-,-,,1.4857108,0.004070441,Transit,87.2,0
660,Kepler-18,b,0,0.178,0.0447,textures/earth.jpg,-,-,-,-,-,-,,3.504725,0.009601986,Transit,,0
661,Kepler-18,c,0,0.49,0.0752,textures/earth.jpg,-,-,-,-,-,-,,7.64159,0.020935863,Transit,87.68,0
662,Kepler-18,d,0,0.623,0.1172,textures/earth.jpg,-,-,-,-,-,-,,14.85888,0.04070926,Transit,88.07,0
663,Kepler-19,b,0,0.197,,textures/earth.jpg,-,-,-,-,-,-,,9.2869944,0.02544382,Transit,89.94,0
664,Kepler-19,c,0,,,textures/earth.jpg,-,-,-,-,-,-,,160,0.438356164,Transit Timing Variations,,
665,Kepler-20,b,0,0.17,0.04537,textures/earth.jpg,-,-,-,-,-,-,,3.6961219,0.010126361,Transit,86.5,0
666,Kepler-20,c,0,0.274,0.093,textures/earth.jpg,-,-,-,-,-,-,,10.854092,0.029737238,Transit,88.39,0
667,Kepler-20,d,0,0.245,0.3453,textures/earth.jpg,-,-,-,-,-,-,,77.61184,0.212635178,Transit,89.57,0
668,Kepler-20,e,0,0.077,,textures/earth.jpg,-,-,-,-,-,-,,6.098493,0.0167082,Transit,87.5,0
669,Kepler-20,f,0,0.092,,textures/earth.jpg,-,-,-,-,-,-,,19.57706,0.053635781,Transit,88.68,0
670,Kepler-21,b,0,0.146,0.042507,textures/earth.jpg,-,-,-,-,-,-,,2.785755,0.007632205,Transit,82.58,0
671,Kepler-22,b,0,0.212,0.849,textures/earth.jpg,-,-,-,-,-,-,,289.8623,0.794143288,Transit,89.764,0
672,Kepler-23,b,0,0.17,0.075,textures/earth.jpg,-,-,-,-,-,-,,7.1073,0.019472055,Transit,,0
673,Kepler-23,c,0,0.285,0.099,textures/earth.jpg,-,-,-,-,-,-,,10.7421,0.029430411,Transit,,0
674,Kepler-24,b,0,0.214,0.08,textures/earth.jpg,-,-,-,-,-,-,,8.1453,0.02231589,Transit,,0
675,Kepler-24,c,0,0.25,0.106,textures/earth.jpg,-,-,-,-,-,-,,12.3335,0.033790411,Transit,,0
676,Kepler-25,b,0,0.232,0.068,textures/earth.jpg,-,-,-,-,-,-,,6.2385,0.017091781,Transit,,0
677,Kepler-25,c,0,0.401,0.11,textures/earth.jpg,-,-,-,-,-,-,,12.7204,0.034850411,Transit,,0
678,Kepler-26,b,0,0.321,0.085,textures/earth.jpg,-,-,-,-,-,-,,12.2829,0.033651781,Transit,,0
679,Kepler-26,c,0,0.321,0.107,textures/earth.jpg,-,-,-,-,-,-,,17.2513,0.047263836,Transit,,0
680,Kepler-27,b,0,0.357,0.118,textures/earth.jpg,-,-,-,-,-,-,,15.3348,0.042013151,Transit,,0
681,Kepler-27,c,0,0.437,0.191,textures/earth.jpg,-,-,-,-,-,-,,31.3309,0.085838082,Transit,,0
682,Kepler-28,b,0,0.321,0.062,textures/earth.jpg,-,-,-,-,-,-,,5.9123,0.016198082,Transit,,0
683,Kepler-28,c,0,0.303,0.081,textures/earth.jpg,-,-,-,-,-,-,,8.9858,0.02461863,Transit,,0
684,Kepler-29,b,0,0.321,0.09,textures/earth.jpg,-,-,-,-,-,-,,10.3376,0.028322192,Transit,,0
685,Kepler-29,c,0,0.259,0.11,textures/earth.jpg,-,-,-,-,-,-,,13.2907,0.036412877,Transit,,0
686,Kepler-30,b,0,0.348,0.18,textures/earth.jpg,-,-,-,-,-,-,,29.33434,0.080368055,Transit,90.179,0
687,Kepler-30,c,0,1.097,0.3,textures/earth.jpg,-,-,-,-,-,-,,60.323105,0.165268781,Transit,90.323,0
688,Kepler-30,d,0,0.785,0.5,textures/earth.jpg,-,-,-,-,-,-,,143.34394,0.392723123,Transit,89.841,0
689,Kepler-31,b,0,0.491,0.16,textures/earth.jpg,-,-,-,-,-,-,,20.8613,0.057154247,Transit,,0
690,Kepler-31,c,0,0.473,0.26,textures/earth.jpg,-,-,-,-,-,-,,42.6318,0.116799452,Transit,,0
691,Kepler-32,b,0,0.196,0.05,textures/earth.jpg,-,-,-,-,-,-,,5.90124,0.016167781,Transit,,0
692,Kepler-32,c,0,0.178,0.09,textures/earth.jpg,-,-,-,-,-,-,,8.7522,0.02397863,Transit,,0
693,Kepler-32,d,0,0.241,0.128,textures/earth.jpg,-,-,-,-,-,-,,22.7802,0.062411507,Transit,,0
694,Kepler-32,e,0,0.134,0.0323,textures/earth.jpg,-,-,-,-,-,-,,2.896,0.007934247,Transit,,0
695,Kepler-32,f,0,0.072,0.013,textures/earth.jpg,-,-,-,-,-,-,,0.74296,0.002035507,Transit,,0
696,Kepler-33,b,0,0.155,0.0677,textures/earth.jpg,-,-,-,-,-,-,,5.66793,0.015528575,Transit,86.39,0
697,Kepler-33,c,0,0.285,0.1189,textures/earth.jpg,-,-,-,-,-,-,,13.17562,0.036097589,Transit,88.19,0
698,Kepler-33,d,0,0.477,0.1662,textures/earth.jpg,-,-,-,-,-,-,,21.77596,0.059660164,Transit,88.71,0
699,Kepler-33,e,0,0.359,0.2138,textures/earth.jpg,-,-,-,-,-,-,,31.7844,0.087080548,Transit,88.94,0
700,Kepler-33,f,0,0.398,0.2535,textures/earth.jpg,-,-,-,-,-,-,,41.02902,0.112408274,Transit,89.17,0
701,Kepler-34,b,0,0.764,1.0896,textures/earth.jpg,-,-,-,-,-,-,,288.822,0.791293151,Transit,90.355,0
702,Kepler-35,b,0,0.728,0.60347,textures/earth.jpg,-,-,-,-,-,-,,131.458,0.360158904,Transit,90.76,0
703,Kepler-36,b,0,0.133,0.1153,textures/earth.jpg,-,-,-,-,-,-,,13.83989,0.037917507,Transit,90.01,0
704,Kepler-36,c,0,0.328,0.1283,textures/earth.jpg,-,-,-,-,-,-,,16.23855,0.044489178,Transit,89.98,0
705,Kepler-37,b,0,0.027,0.1003,textures/earth.jpg,-,-,-,-,-,-,,13.367308,0.036622762,Transit,88.63,0
706,Kepler-37,c,0,0.066,0.1368,textures/earth.jpg,-,-,-,-,-,-,,21.301886,0.058361332,Transit,89.07,0
707,Kepler-37,d,0,0.178,0.2076,textures/earth.jpg,-,-,-,-,-,-,,39.792187,0.10901969,Transit,89.335,0
708,Kepler-38,b,0,0.384,0.4632,textures/earth.jpg,-,-,-,-,-,-,,105.599,0.289312329,Transit,89.442,0
709,Kepler-39,b,0,1.22,0.155,textures/earth.jpg,-,-,-,-,-,-,,21.0874,0.057773699,Transit,88.83,0
710,Kepler-40,b,0,1.17,0.08,textures/earth.jpg,-,-,-,-,-,-,,6.87349,0.018831479,Transit,89.7,0
711,Kepler-41,b,0,0.89,0.03,textures/earth.jpg,-,-,-,-,-,-,,1.855558,0.005083721,Transit,88.3,0
712,Kepler-42,b,0,0.07,0.0116,textures/earth.jpg,-,-,-,-,-,-,,1.2137672,0.00332539,Transit,,0
713,Kepler-42,c,0,0.065,0.006,textures/earth.jpg,-,-,-,-,-,-,,0.45328509,0.001241877,Transit,,0
714,Kepler-42,d,0,0.051,0.0154,textures/earth.jpg,-,-,-,-,-,-,,1.865169,0.005110052,Transit,,0
715,Kepler-43,b,0,1.2,0.0449,textures/earth.jpg,-,-,-,-,-,-,,3.024095,0.008285192,Transit,84.35,0
716,Kepler-44,b,0,1.24,0.0455,textures/earth.jpg,-,-,-,-,-,-,,3.24674,0.008895178,Transit,83.78,0
717,Kepler-45,b,0,0.96,0.03,textures/earth.jpg,-,-,-,-,-,-,,2.455239,0.006726682,Transit,87,0
718,Kepler-46,b,0,0.808,0.1968,textures/earth.jpg,-,-,-,-,-,-,,33.60134,0.092058466,Transit,89.038,0
719,Kepler-46,c,0,,0.2799,textures/earth.jpg,-,-,-,-,-,-,,57.011,0.156194521,Transit Timing Variations,87.4,
720,Kepler-47,b,0,0.27,0.2962,textures/earth.jpg,-,-,-,-,-,-,,49.532,0.13570411,Transit,89.7,0
721,Kepler-47,c,0,0.411,0.991,textures/earth.jpg,-,-,-,-,-,-,,303.137,0.830512329,Transit,89.825,0
722,Kepler-48,b,0,0.191,,textures/earth.jpg,-,-,-,-,-,-,,4.7779803,0.013090357,Transit,,0
723,Kepler-48,c,0,0.28,,textures/earth.jpg,-,-,-,-,-,-,,9.6739283,0.026503913,Transit,,0
724,Kepler-49,b,0,0.243,,textures/earth.jpg,-,-,-,-,-,-,,7.2037945,0.019736423,Transit,,0
725,Kepler-49,c,0,0.227,,textures/earth.jpg,-,-,-,-,-,-,,10.9129343,0.02989845,Transit,,0
726,Kepler-50,b,0,0.196,,textures/earth.jpg,-,-,-,-,-,-,,7.8125124,0.021404144,Transit,,0
727,Kepler-50,c,0,0.249,,textures/earth.jpg,-,-,-,-,-,-,,9.3761368,0.025688046,Transit,,0
728,Kepler-51,b,0,0.629,,textures/earth.jpg,-,-,-,-,-,-,,45.1555023,0.123713705,Transit,,0
729,Kepler-51,c,0,0.509,,textures/earth.jpg,-,-,-,-,-,-,,85.3128662,0.23373388,Transit,,0
730,Kepler-52,b,0,0.187,,textures/earth.jpg,-,-,-,-,-,-,,7.8773565,0.021581799,Transit,,0
731,Kepler-52,c,0,0.164,,textures/earth.jpg,-,-,-,-,-,-,,16.3850021,0.044890417,Transit,,0
732,Kepler-53,b,0,0.258,,textures/earth.jpg,-,-,-,-,-,-,,18.6489525,0.051093021,Transit,,0
733,Kepler-53,c,0,0.283,,textures/earth.jpg,-,-,-,-,-,-,,38.5583038,0.105639188,Transit,,0
734,Kepler-54,b,0,0.187,,textures/earth.jpg,-,-,-,-,-,-,,8.0109434,0.02194779,Transit,,0
735,Kepler-54,c,0,0.11,,textures/earth.jpg,-,-,-,-,-,-,,12.0717249,0.033073219,Transit,,0
736,Kepler-55,b,0,0.217,,textures/earth.jpg,-,-,-,-,-,-,,27.9481449,0.07657026,Transit,,0
737,Kepler-55,c,0,0.197,,textures/earth.jpg,-,-,-,-,-,-,,42.1516418,0.11548395,Transit,,0
738,Kepler-56,b,0,0.343,,textures/earth.jpg,-,-,-,-,-,-,,10.5034294,0.028776519,Transit,,0
739,Kepler-56,c,0,0.7,,textures/earth.jpg,-,-,-,-,-,-,,21.4050484,0.058643968,Transit,,0
740,Kepler-57,b,0,0.195,,textures/earth.jpg,-,-,-,-,-,-,,5.7293196,0.015696766,Transit,,0
741,Kepler-57,c,0,0.138,,textures/earth.jpg,-,-,-,-,-,-,,11.6092567,0.031806183,Transit,,0
742,Kepler-58,b,0,0.248,,textures/earth.jpg,-,-,-,-,-,-,,10.2184954,0.027995878,Transit,,0
743,Kepler-58,c,0,0.255,,textures/earth.jpg,-,-,-,-,-,-,,15.5741568,0.042668923,Transit,,0
744,Kepler-59,b,0,0.098,,textures/earth.jpg,-,-,-,-,-,-,,11.8681707,0.032515536,Transit,,0
745,Kepler-59,c,0,0.177,,textures/earth.jpg,-,-,-,-,-,-,,17.9801235,0.049260612,Transit,,0
746,Kepler-60,b,0,0.203,,textures/earth.jpg,-,-,-,-,-,-,,7.1316185,0.019538681,Transit,,0
747,Kepler-60,c,0,0.22,,textures/earth.jpg,-,-,-,-,-,-,,8.9193459,0.024436564,Transit,,0
748,Kepler-60,d,0,0.227,,textures/earth.jpg,-,-,-,-,-,-,,11.9016171,0.03260717,Transit,,0
749,Kepler-61,b,0,0.192,,textures/earth.jpg,-,-,-,-,-,-,,59.87756,0.16404811,Transit,89.8,0
750,Kepler-62,b,0,0.117,0.0553,textures/earth.jpg,-,-,-,-,-,-,,5.714932,0.015657348,Transit,89.2,0
751,Kepler-62,c,0,0.048,0.0929,textures/earth.jpg,-,-,-,-,-,-,,12.4417,0.034086849,Transit,89.7,0
752,Kepler-62,d,0,0.174,0.12,textures/earth.jpg,-,-,-,-,-,-,,18.16406,0.049764548,Transit,89.7,0
753,Kepler-62,e,0,0.144,0.427,textures/earth.jpg,-,-,-,-,-,-,,122.3874,0.335307945,Transit,89.98,0
754,Kepler-62,f,0,0.126,0.718,textures/earth.jpg,-,-,-,-,-,-,,267.291,0.73230411,Transit,89.9,0
755,Kepler-63,b,0,0.545,0.08,textures/earth.jpg,-,-,-,-,-,-,,9.4341505,0.025846988,Transit,87.806,0
756,PH1,b,0,0.551,0.652,textures/earth.jpg,-,-,-,-,-,-,,138.317,0.378950685,Transit,90.05,0
757,Kepler-65,b,0,0.127,0.035,textures/earth.jpg,-,-,-,-,-,-,,2.15491,0.005903863,Transit,,0
758,Kepler-65,c,0,0.23,0.068,textures/earth.jpg,-,-,-,-,-,-,,5.859944,0.016054641,Transit,,0
759,Kepler-65,d,0,0.136,0.084,textures/earth.jpg,-,-,-,-,-,-,,8.13123,0.022277342,Transit,,0
760,Kepler-66,b,0,0.25,0.1352,textures/earth.jpg,-,-,-,-,-,-,,17.815815,0.048810452,Transit,,0
761,Kepler-67,b,0,0.262,0.1171,textures/earth.jpg,-,-,-,-,-,-,,15.7259,0.043084658,Transit,,0
762,Kepler-68,b,0,0.206,0.0617,textures/earth.jpg,-,-,-,-,-,-,,5.398763,0.014791132,Transit,87.6,0
763,Kepler-68,c,0,0.085,0.09059,textures/earth.jpg,-,-,-,-,-,-,,9.605085,0.026315301,Transit,86.93,0
764,Kepler-68,d,0,,1.4,textures/earth.jpg,-,-,-,-,-,-,,580,1.589041096,Radial Velocity,,
765,Kepler-69,b,0,0.2,0.094,textures/earth.jpg,-,-,-,-,-,-,,13.722341,0.037595455,Transit,89.62,0
766,Kepler-69,c,0,,0.64,textures/earth.jpg,-,-,-,-,-,-,,242.4613,0.664277534,Transit,89.85,
767,KOI-55,b,0,0.068,0.006,textures/earth.jpg,-,-,-,-,-,-,,0.240104,0.000657819,Transit,65,0
768,KOI-55,c,0,0.077,0.0076,textures/earth.jpg,-,-,-,-,-,-,,0.342887,0.000939416,Transit,65,0
769,KOI-217,b,0,1.11,0.0477,textures/earth.jpg,-,-,-,-,-,-,,3.90512,0.010698959,Transit,89.8,0
770,Kepler-74,b,0,1.32,0.084,textures/earth.jpg,-,-,-,-,-,-,,7.340718,0.020111556,Transit,85.55,0
771,Kepler-75,b,0,1.03,0.08,textures/earth.jpg,-,-,-,-,-,-,,8.884924,0.024342258,Transit,89.1,0
772,KOI-1658,b,0,1.25,,textures/earth.jpg,-,-,-,-,-,-,,1.54492875,0.004232682,Transit,78,0
773,Kepler-77,b,0,0.96,0.04501,textures/earth.jpg,-,-,-,-,-,-,,3.57878087,0.009804879,Transit,88,0
774,Kepler-78,b,0,0.103,,textures/earth.jpg,-,-,-,-,-,-,,0.35500744,0.000972623,Transit,79,0
775,Kepler-79,b,0,0.231,,textures/earth.jpg,-,-,-,-,-,-,,13.485,0.036945205,Transit,,0
776,Kepler-79,c,0,0.247,,textures/earth.jpg,-,-,-,-,-,-,,27.402,0.075073973,Transit,,0
777,Kepler-80,b,0,0.236,,textures/earth.jpg,-,-,-,-,-,-,,7.053,0.019323288,Transit,,0
778,Kepler-80,c,0,0.249,,textures/earth.jpg,-,-,-,-,-,-,,9.522,0.026087671,Transit,,0
779,Kepler-81,b,0,0.216,,textures/earth.jpg,-,-,-,-,-,-,,5.955,0.016315068,Transit,,0
780,Kepler-81,c,0,0.211,,textures/earth.jpg,-,-,-,-,-,-,,12.04,0.032986301,Transit,,0
781,Kepler-82,b,0,0.357,,textures/earth.jpg,-,-,-,-,-,-,,26.444,0.072449315,Transit,,0
782,Kepler-82,c,0,0.477,,textures/earth.jpg,-,-,-,-,-,-,,51.538,0.1412,Transit,,0
783,Kepler-83,b,0,0.252,,textures/earth.jpg,-,-,-,-,-,-,,9.77,0.026767123,Transit,,0
784,Kepler-83,c,0,0.211,,textures/earth.jpg,-,-,-,-,-,-,,20.09,0.055041096,Transit,,0
785,Kepler-84,b,0,0.199,,textures/earth.jpg,-,-,-,-,-,-,,8.726,0.023906849,Transit,,0
786,Kepler-84,c,0,0.211,,textures/earth.jpg,-,-,-,-,-,-,,12.883,0.03529589,Transit,,0
787,Kepler-85,b,0,0.176,,textures/earth.jpg,-,-,-,-,-,-,,8.306,0.022756164,Transit,,0
788,Kepler-85,c,0,0.194,,textures/earth.jpg,-,-,-,-,-,-,,12.513,0.034282192,Transit,,0
789,PH2,b,0,0.903,0.828,textures/earth.jpg,-,-,-,-,-,-,,282.5255,0.774042466,Transit,89.83,0
790,LKCA 15,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,40000,109.5890411,Imaging,,
791,Lupus-TR-3,b,0,0.89,0.0464,textures/earth.jpg,-,-,-,-,-,-,,3.91405,0.010723425,Transit,88.3,0
792,MOA 2007-BLG-192L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
793,MOA 2007-BLG-400L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
794,MOA 2008-BLG-310L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
795,MOA 2009-BLG-266L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,2780,7.616438356,Microlensing,,
796,MOA 2009-BLG-319L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
797,MOA 2009-BLG-387L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,1970,5.397260274,Microlensing,,
798,MOA 2010-BLG-477L,b,0,,2,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
799,MOA 2010-BLG-073L,b,0,,1.21,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
800,NGC 4349 127,b,0,,2.38,textures/earth.jpg,-,-,-,-,-,-,,677.8,1.856986301,Radial Velocity,,
801,OGLE 2003-BLG-235L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
802,OGLE 2005-BLG-71L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,3600,9.863013699,Microlensing,,
803,OGLE 2005-BLG-169L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,3300,9.04109589,Microlensing,,
804,OGLE 2005-BLG-390L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,3500,9.589041096,Microlensing,,
805,OGLE 2006-BLG-109L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,1825,5,Microlensing,,
806,OGLE 2006-BLG-109L,c,0,,,textures/earth.jpg,-,-,-,-,-,-,,5100,13.97260274,Microlensing,59,
807,OGLE 2007-BLG-368L,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
808,OGLE 2011-BLG-251L,b,0,,2.72,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
809,OGLE 2012-BLG-026L,b,0,,3.82,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
810,OGLE 2012-BLG-026L,c,0,,4.63,textures/earth.jpg,-,-,-,-,-,-,,,,Microlensing,,
811,OGLE2-TR-L9,b,0,1.61,0.0308,textures/earth.jpg,-,-,-,-,-,-,,2.4855335,0.006809681,Transit,79.8,0
812,OGLE-TR-10,b,0,1.25,0.0434,textures/earth.jpg,-,-,-,-,-,-,,3.101278,0.008496652,Transit,90,0
813,OGLE-TR-056,b,0,1.378,0.01942,textures/earth.jpg,-,-,-,-,-,-,,1.21191096,0.003320304,Transit,73.72,0
814,OGLE-TR-111,b,0,1.051,0.04689,textures/earth.jpg,-,-,-,-,-,-,,4.0161,0.011003014,Transit,88.25,0
815,OGLE-TR-113,b,0,1.093,0.02289,textures/earth.jpg,-,-,-,-,-,-,,1.4324752,0.00392459,Transit,87.8,0
816,OGLE-TR-132,b,0,1.2,0.03035,textures/earth.jpg,-,-,-,-,-,-,,1.689868,0.004629775,Transit,83.4,0
817,OGLE-TR-182,b,0,1.13,0.051,textures/earth.jpg,-,-,-,-,-,-,,3.9791,0.010901644,Transit,85.7,0
818,OGLE-TR-211,b,0,1.36,0.051,textures/earth.jpg,-,-,-,-,-,-,,3.67724,0.01007463,Transit,87.2,0
819,Oph 11,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,730000,2000,Imaging,,
820,POTS-1,b,0,0.941,0.03734,textures/earth.jpg,-,-,-,-,-,-,,3.1606296,0.008659259,Transit,88.06,0
821,Pr0201,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,4.4264,0.012127123,Radial Velocity,,
822,Pr0211,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,2.1451,0.005876986,Radial Velocity,,
823,PSR B1257+12,b,0,,0.19,textures/earth.jpg,-,-,-,-,-,-,,25.262,0.069210959,Pulsar Timing,,
824,PSR B1257+12,c,0,,0.36,textures/earth.jpg,-,-,-,-,-,-,,66.5419,0.182306575,Pulsar Timing,53,
825,PSR B1257+12,d,0,,0.46,textures/earth.jpg,-,-,-,-,-,-,,98.2114,0.269072329,Pulsar Timing,47,
826,PSR B1620-26,b,0,,23,textures/earth.jpg,-,-,-,-,-,-,,36525,100.0684932,Pulsar Timing,55,
827,Qatar-1,b,0,1.164,0.02343,textures/earth.jpg,-,-,-,-,-,-,,1.420033,0.003890501,Transit,83.47,0
828,Qatar-2,b,0,1.144,0.02149,textures/earth.jpg,-,-,-,-,-,-,,1.3371182,0.003663338,Transit,88.3,0
829,SR 12 AB,c,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Imaging,,
830,SWEEPS-4,b,0,0.81,0.055,textures/earth.jpg,-,-,-,-,-,-,,4.2,0.011506849,Transit,,0
831,SWEEPS-11,b,0,1.13,0.03,textures/earth.jpg,-,-,-,-,-,-,,1.796,0.004920548,Transit,,0
832,TrES-1,b,0,1.067,0.03925,textures/earth.jpg,-,-,-,-,-,-,,3.030065,0.008301548,Transit,90,0
833,TrES-3,b,0,1.336,0.02282,textures/earth.jpg,-,-,-,-,-,-,,1.30618581,0.003578591,Transit,81.85,0
834,TrES-4,b,0,1.799,0.05091,textures/earth.jpg,-,-,-,-,-,-,,3.553945,0.009736836,Transit,82.86,0
835,TrES-5,b,0,1.209,0.02446,textures/earth.jpg,-,-,-,-,-,-,,1.4822446,0.004060944,Transit,84.529,0
836,UScoCTIO 108,b,0,,,textures/earth.jpg,-,-,-,-,-,-,,,,Imaging,,
837,V391 Peg,b,0,,1.7,textures/earth.jpg,-,-,-,-,-,-,,1170,3.205479452,Pulsation Timing Variations,,
838,WASP-1,b,0,1.514,,textures/earth.jpg,-,-,-,-,-,-,,2.5199449,0.006903959,Transit,88.65,0
839,WASP-2,b,0,1.117,,textures/earth.jpg,-,-,-,-,-,-,,2.152226,0.00589651,Transit,84.8,0
840,WASP-3,b,0,1.29,0.03151,textures/earth.jpg,-,-,-,-,-,-,,1.846835,0.005059822,Transit,84.93,0
841,WASP-4,b,0,1.413,0.02312,textures/earth.jpg,-,-,-,-,-,-,,1.33823187,0.003666389,Transit,88.8,0
842,WASP-5,b,0,1.167,0.02702,textures/earth.jpg,-,-,-,-,-,-,,1.62843142,0.004461456,Transit,85.58,0
843,WASP-6,b,0,1.224,0.0421,textures/earth.jpg,-,-,-,-,-,-,,3.361006,0.009208236,Transit,88.47,0
844,WASP-7,b,0,1.33,0.0618,textures/earth.jpg,-,-,-,-,-,-,,4.954658,0.013574405,Transit,89.6,0
845,WASP-8,b,0,1.038,0.0801,textures/earth.jpg,-,-,-,-,-,-,,8.158715,0.022352644,Transit,88.55,0
846,WASP-10,b,0,1.08,0.03781,textures/earth.jpg,-,-,-,-,-,-,,3.0927616,0.008473319,Transit,88.49,0
847,WASP-11,b,0,1.005,0.0435,textures/earth.jpg,-,-,-,-,-,-,,3.7224747,0.010198561,Transit,88.6,0
848,WASP-12,b,0,1.79,0.0229,textures/earth.jpg,-,-,-,-,-,-,,1.091423,0.0029902,Transit,83.1,0
849,WASP-13,b,0,1.389,0.05362,textures/earth.jpg,-,-,-,-,-,-,,4.353011,0.011926058,Transit,85.19,0
850,WASP-14,b,0,1.281,0.036,textures/earth.jpg,-,-,-,-,-,-,,2.243752,0.006147266,Transit,84.32,0
851,WASP-15,b,0,1.428,0.0499,textures/earth.jpg,-,-,-,-,-,-,,3.7520656,0.010279632,Transit,85.5,0
852,WASP-16,b,0,1.008,0.0421,textures/earth.jpg,-,-,-,-,-,-,,3.1186009,0.008544112,Transit,85.22,0
853,WASP-17,b,0,1.74,0.051,textures/earth.jpg,-,-,-,-,-,-,,3.7354417,0.010234087,Transit,87.8,0
854,WASP-18,b,0,1.165,0.02026,textures/earth.jpg,-,-,-,-,-,-,,0.94145299,0.002579323,Transit,86,0
855,WASP-19,b,0,1.386,0.01655,textures/earth.jpg,-,-,-,-,-,-,,0.78884,0.002161205,Transit,79.4,0
856,WASP-21,b,0,1.07,0.052,textures/earth.jpg,-,-,-,-,-,-,,4.322482,0.011842416,Transit,88.75,0
857,WASP-22,b,0,1.158,0.04698,textures/earth.jpg,-,-,-,-,-,-,,3.5327313,0.009678716,Transit,88.26,0
858,WASP-23,b,0,0.962,0.0376,textures/earth.jpg,-,-,-,-,-,-,,2.9444256,0.008066919,Transit,88.39,0
859,WASP-24,b,0,1.3,0.03651,textures/earth.jpg,-,-,-,-,-,-,,2.34121242,0.006414281,Transit,83.64,0
860,WASP-25,b,0,1.22,0.0473,textures/earth.jpg,-,-,-,-,-,-,,3.764825,0.010314589,Transit,88,0
861,WASP-26,b,0,1.281,0.03985,textures/earth.jpg,-,-,-,-,-,-,,2.7566004,0.00755233,Transit,82.91,0
862,WASP-28,b,0,1.12,0.0455,textures/earth.jpg,-,-,-,-,-,-,,3.408821,0.009339236,Transit,89.1,0
863,WASP-29,b,0,0.792,0.0457,textures/earth.jpg,-,-,-,-,-,-,,3.922727,0.010747197,Transit,88.8,0
864,WASP-31,b,0,1.549,0.04659,textures/earth.jpg,-,-,-,-,-,-,,3.4059096,0.009331259,Transit,84.41,0
865,WASP-32,b,0,1.18,0.0394,textures/earth.jpg,-,-,-,-,-,-,,2.718659,0.007448381,Transit,85.3,0
866,WASP-33,b,0,1.497,0.02555,textures/earth.jpg,-,-,-,-,-,-,,1.2198669,0.003342101,Transit,87.67,0
867,WASP-34,b,0,1.22,0.0524,textures/earth.jpg,-,-,-,-,-,-,,4.3176782,0.011829255,Transit,85.2,0
868,WASP-35,b,0,1.32,0.04317,textures/earth.jpg,-,-,-,-,-,-,,3.161575,0.008661849,Transit,87.96,0
869,WASP-36,b,0,1.281,0.02643,textures/earth.jpg,-,-,-,-,-,-,,1.5373653,0.00421196,Transit,83.61,0
870,WASP-37,b,0,1.16,0.0446,textures/earth.jpg,-,-,-,-,-,-,,3.577469,0.009801285,Transit,88.82,0
